Job,Respondent_Serial,cfmc_case_id,UniqueID,qday1typical,qday1triptravelcode01,qday1triptravelcode02,qday1triptravelcode03,qday1triptravelcode04,qday1triptravelcode05,qday1triptravelcode06,qday1triptravelcode07,qday1triptravelcode08,qday1triptravelcode09,qday1triptravelcode10,qday1triptravelcode11,qday1triptravelcode12,qday1triptravelcode13,qday1triptravelcode14,qday1triptravelcode15,qday1triptravelcode16,qday1triptravelcode17,qday1triptravelcode18,qday1triptravelcode19,qday1triptravelcode20,qday1triptravelcode21,qday1triptravelcode22,qday1triptravelcode23,qday1triptravelcode24,qday1triptravelcode25,qday1triptravelcode26,qday1trippurpose,qday1tripdestination,qday1triplength,qDAY1TRIP1TRANSITTO1,qDAY1TRIP1TRANSITTO2,qDAY1TRIP1TRANSITTO3,qDAY1TRIP1TRANSITTO4,qDAY1TRIP1TRANSITTO5,qDAY1TRIP1TRANSITTO6,qDAY1TRIP1TRANSITTO7,qDAY1TRIP1TRANSITFROM1,qDAY1TRIP1TRANSITFROM2,qDAY1TRIP1TRANSITFROM3,qDAY1TRIP1TRANSITFROM4,qDAY1TRIP1TRANSITFROM5,qDAY1TRIP1TRANSITFROM6,qDAY1TRIP1TRANSITFROM7,qday,qgender,qage,qrace,qhispanic,qeducation,qincome,qBorough1,qBorough2,qBorough3,qBorough4,qBorough5,qcaraccess,qcarchange,qDISABILITY1,qDISABILITY2,qDISABILITY3,qDISABILITY4,qDISABILITY5,qDISABILITY6,qDISABILITY7,qDISABILITY8,qsmartphone,qSurveyZone,Qagecode_final1,Qagecode_final2,Qagecode_final3,Qagecode_final4,Qagecode_final5,Qagecode_final6,Qagecode_final7,qcitibike,Filt_Number_of_Trips,qWPSurveyZone01,qWPSurveyZone02,qWPSurveyZone03,qWPSurveyZone04,qWPSurveyZone05,qWPSurveyZone06,qWPSurveyZone07,qWPSurveyZone08,qWPSurveyZone09,qWPSurveyZone10,qday1trip1start,qday1trip1_outsidenyc_start,qday1trip1startcode,qday1trip1end,qday1trip1_outsidenyc_end,DAY1TRIPNTANAMECMB,qday1trip1park,qday1trip1parkpay,qday1trip1parkpay_amount,qday1trip1bikestore,qday1triptravelcode_sp,qModeGrouping,qSustainableMode,allwt,BOROUGHWt,racewt,eduwt,agegenwt
1, ,10000091,120000091,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,15, , , , , , , , , , , , , , ,5,1,33,1,1,7,3,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,1, ,1,8, , , , ,0, ,1,8,1,1.345002513,2,1,2,1
1, ,10000099,120000099,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,20, , , , , , , , , , , , , , ,5,1,72,1,1,6,6,0,0,0,1,0,1,3,0,0,0,0,0,1,0,0,1,10,0,0,0,0,0,1,0,2,5, , , , , , , , , , ,1, ,1,12,12, ,5,2,0, ,11,6,2,0.958809087,4,1,2,3
1, ,10000104,120000104,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,15, , , , , , , , , , , , , , ,5,1,55,2,1,4,5,0,1,0,0,0,2,3,0,0,0,0,0,1,0,0,2,6,0,0,0,0,1,0,0,2,3,0,0,1,0,0,0,0,0,0,0,1, ,1,4, , , , ,0, ,1,8,1,1.238082350,2,2,1,3
1, ,10000114,120000114,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8, ,2, , , , , , , , , , , , , , ,6,1,74,1,1,3,10,0,0,0,1,0,1,3,0,0,0,0,0,1,0,0,2,10,0,0,0,0,0,1,0,2,2, , , , , , , , , , ,10, ,1,1, , ,5,2,0, ,11,6,2,1.998205922,4,1,1,3
1, ,10000119,120000119,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1,10, , , , , , , , , , , , , , ,6,2,74,1,1,5,5,0,1,0,0,0,3, ,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,2,4, , , , , , , , , , ,1, ,1,4, , , , ,0, ,15,1,2,0.711909966,2,1,2,6
1, ,10000136,120000136,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,45, , , , , , , , , , , , , , ,7,2,56,1,1,7,6,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,1,7,0,0,0,0,1,0,0,1,9,1,0,0,0,0,0,0,0,0,0,1, ,1,5, , , , ,0, ,1,8,1,0.395192743,1,1,2,6
1, ,10000140,120000140,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,15, , , , , , , , , , , , , , ,7,1,70,1,5,5,2,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,1,8,0,0,0,0,0,1,0,2,2, , , , , , , , , , ,1, ,1,13, , , , ,0, ,1,8,1,0.686312929,3,1,2,3
1, ,10000181,120000181,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,15, , , , , , , , , , , , , , ,1,2,80,1,1,7,9,0,1,0,0,0,3, ,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,2,5, , , , , , , , , , ,1, ,1,13, , , , ,0, ,1,8,1,0.711909966,2,1,2,6
1, ,10000191,120000191,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,55,1,1,6,11,0,1,0,0,0,3, ,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,2,3, , , , , , , , , , ,1, ,1,2, , , , ,0, ,2,5,1,0.804739019,2,1,2,3
1, ,10000210,120000210,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,10, , , , , , , , , , , , , , ,1,2,68,2,1,3,2,0,0,1,0,0,3, ,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,1, ,1,10, , , , ,0, ,1,8,1,0.934085576,3,2,1,6
1, ,10000229,120000229,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,15, , , , , , , , , , , , , , ,1,2,18,6,5,3,4,0,0,1,0,0,3, ,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,1, ,1,2, , , , ,0, ,1,8,1,0.984244921,3,5,1,4
1, ,10000230,120000230,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,60,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,50,6,1,2,4,0,0,1,0,0,2,3,0,0,0,0,0,1,0,0,2,8,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1, ,1,13, , , , ,0, ,3,3,1,1.164175246,3,5,1,5
1, ,10000242,120000242,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,30, , , , , , , , , , , , , , ,1,1,72,1,1,5,4,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,1,0,2,6, , , , , , , , , , ,1, ,1,9, , , , ,0, ,24,9,2,0.837775614,5,1,2,3
1, ,10000245,120000245,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,30, , , , , , , , , , , , , , ,2,1,83,2,1,1,11,1,0,0,0,0,3, ,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,1, ,1,4, , , , ,0, ,1,8,1,0.687279548,1,2,1,3
1, ,10000263,120000263,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,25, , , , , , , , , , , , , , ,2,2,72,2,1,7,11,0,1,0,0,0,4, ,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,1, ,1,5, , , , ,0, ,1,8,1,0.525546859,2,2,2,6
1, ,10000268,120000268,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1, , , , , , , , , , , , , , ,2,2,999,1,1,1,10,0,0,0,0,1,3, ,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,1,2,3, , , , , , , , , , ,1, ,1,5, , , , ,0, ,1,8,1,2.407639698,5,1,1,7
1, ,10000273,120000273,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,120, , , , , , , , , , , , , , ,2,1,62,1,1,3,4,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,1,8,0,0,0,0,1,0,0,2,3, , , , , , , , , , ,1, ,1,11, , ,2,2,0, ,11,6,2,1.430310348,3,1,1,3
1, ,10000278,120000278,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,20, , , , , , , , , , , , , , ,2,2,65,1,1,4,7,0,0,0,1,0,1,3,0,0,0,0,0,1,0,0,1,10,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,1, ,1,5, , ,5,2,0, ,11,6,2,1.767706889,4,1,1,6
1, ,10000282,120000282,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3, , , , , , , , , , , , , , ,2,2,50,6,5,5,6,0,0,1,0,0,2,3,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,1, ,1,13, , ,1,2,0, ,11,6,2,0.558611999,3,5,2,5
1, ,10000287,120000287,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3, , , , , , , , , , , , , , ,2,2,72,1,1,3,4,0,0,0,1,0,1,3,0,0,0,0,0,1,0,0,2,10,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,1, ,1,5, , ,5,2,0, ,11,6,2,1.767706889,4,1,1,6
1, ,10000322,120000322,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8, ,20, , , , , , , , , , , , , , ,3,2,78,1,1,6,1,0,1,0,0,0,3, ,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,1,0,2,6,0,0,1,0,0,0,0,0,0,0,1, ,1,1, , , , ,0, ,1,8,1,0.711909966,2,1,2,6
1, ,10000341,120000341,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15, , , , , , , , , , , , , , ,3,2,54,1,1,7,11,0,0,1,0,0,2,3,0,0,0,0,0,1,0,0,1,8,0,0,0,1,0,0,0,2,4, , , , , , , , , , ,13, ,23,2, , ,6,2,0, ,11,6,2,0.821910522,3,1,2,5
1, ,10000363,120000363,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,10, , , , , , , , , , , , , , ,3,1,69,1,1,7,9,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,1,0,2,6,0,0,0,1,0,0,0,0,0,0,1, ,1,4, , , , ,0, ,1,8,1,0.686312929,3,1,2,3
1, ,10000395,120000395,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,30, , , , , , , , , , , , , , ,3,1,48,1,1,5,6,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,1,7,0,0,0,1,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,1, ,1,2, , ,1,2,0, ,11,6,2,0.800293320,1,1,2,2
1, ,10000405,120000405,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,8, , , , , , , , , , , , , , ,3,1,66,1,1,7,7,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,1,8,0,0,0,0,0,1,0,2,5, , , , , , , , , , ,1, ,1,5, , ,5,2,0, ,11,6,2,0.686312929,3,1,2,3
1, ,10000408,120000408,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,70,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,68,1,1,6,6,0,0,0,1,0,1,3,0,0,0,0,0,1,0,0,2,10,0,0,0,0,0,1,0,2,6, , , , , , , , , , ,1, ,1,2, , , , ,0, ,2,5,1,0.958809087,4,1,2,3
1, ,10000409,120000409,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,10, , , , , , , , , , , , , , ,3,2,70,2,1,4,4,0,0,1,0,0,2,3,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,1,0,2,5, , , , , , , , , , ,1, ,1,5, , , , ,0, ,1,8,1,0.934085576,3,2,1,6
1, ,10000411,120000411,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5, , , , , , , , , , , , , , ,3,2,53,2,1,6,1,0,0,0,0,1,4, ,0,0,1,0,0,0,0,0,1,9,0,0,0,1,0,0,0,2,3, , , , , , , , , , ,1, ,1,5, , , , ,0, ,1,8,1,0.740655832,5,2,2,5
1, ,10000438,120000438,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,20, , , , , , , , , , , , , , ,4,2,41,1,1,4,7,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,2,8,0,0,1,0,0,0,0,2,6, , , , , , , , , , ,1, ,1,10, , ,1,2,0, ,11,6,2,1.712902489,3,1,1,5
1, ,10000439,120000439,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,10, , , , , , , , , , , , , , ,4,2,20,1,1,7,5,1,0,0,0,0,2,3,0,0,0,0,0,1,0,0,2,7,1,0,0,0,0,0,0,2,5, , , , , , , , , , ,1, ,1,8, , , , ,0, ,1,8,1,0.452299523,1,1,2,4
1, ,10000443,120000443,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7, , , , , , , , , , , , , , ,4,1,55,1,1,4,8,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,1,8,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,1,0,0,1, ,1,2, , ,5,2,0, ,11,6,2,1.430310348,3,1,1,3
1, ,10000454,120000454,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,110, , , , , , , , , , , , , , ,4,1,81,1,1,6,7,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,1,0,2,2, , , , , , , , , , ,1, ,1,13, , ,4,2,0, ,11,6,2,0.837775614,5,1,2,3
1, ,10000475,120000475,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,40, , , , , , , , , , , , , , ,4,2,51,1,1,7,9,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,1,3,0,0,0,1,0,0,0,1,5, , , , , , , , , , ,1, ,1,2, , ,5,2,0, ,11,6,2,0.963734529,2,1,2,5
1, ,10000484,120000484,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4, , , , , , , , , , , , , , ,4,1,69,1,1,3,11,0,0,1,0,0,1,3,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,1, ,1,8, , ,1,2,0, ,11,6,2,1.430310348,3,1,1,3
1, ,10000494,120000494,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,60,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,42,8,1,6,4,0,1,0,0,0,3, ,0,0,0,0,0,1,0,0,2,6,0,0,1,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,1, ,1,2, , , , ,0, ,2,5,1,0.804902609,2,7,2,5
1, ,10000531,120000531,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7, ,30, , , , , , , , , , , , , , ,6,1,46,6,3,7,7,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,1,5,0,0,0,1,0,0,0,2,2, , , , , , , , , , ,1, ,1,1, , , , ,0, ,1,8,1,1.020055211,5,5,2,2
1, ,10000539,120000539,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,15, , , , , , , , , , , , , , ,6,2,75,6,3,3,1,0,1,0,0,0,6, ,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,6, ,1,6, , , , ,0, ,24,9,2,1.008367623,2,5,1,6
1, ,10000548,120000548,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2, ,45,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,54,6,3,2,2,1,0,0,0,0,3, ,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1, ,1,1, , , , ,0, ,2,5,1,1.133556084,1,5,1,2
1, ,10000556,120000556,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,45,2,3,4,6,0,1,0,0,0,3, ,0,0,0,0,0,1,0,0,1,6,0,0,0,1,0,0,0,2,2, , , , , , , , , , ,10, ,1,9, , , , ,0, ,2,5,1,2.217990981,2,2,1,2
1, ,10000558,120000558,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,87,1,1,7,8,0,1,0,0,0,3, ,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,2,2, , , , , , , , , , ,1, ,1,13, , , , ,0, ,2,5,1,0.804739019,2,1,2,3
1, ,10000559,120000559,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,15, , , , , , , , , , , , , , ,6,1,28,2,1,6,4,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,1,9,0,1,0,0,0,0,0,2,3, , , , , , , , , , ,1, ,1,5, , ,5,2,0, ,11,6,2,1.033670503,5,2,2,1
1, ,10000561,120000561,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,35,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,32,6,2,6,4,0,0,0,1,0,1,3,0,0,0,0,0,1,0,0,1,10,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,1, ,1,2, , , , ,0, ,3,3,1,1.089145491,4,5,2,1
1, ,10000562,120000562,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2, , , , , , , , , , , , , , ,6,2,19,1,1,4,9,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,1,10,1,0,0,0,0,0,0,2,4, , , , , , , , , , ,1, ,1,2, , ,4,2,0, ,11,6,2,2.023146926,4,1,1,4
1, ,10000563,120000563,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,35,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,48,5,5,4,7,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,1,3,0,0,0,1,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,1, ,1,10, , , , ,0, ,2,5,1,0.353372996,2,4,1,2
1, ,10000573,120000573,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,45, , , , , , , , , , , , , , ,6,1,70,1,1,5,4,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,1,10,0,0,0,0,0,1,0,2,4, , , , , , , , , , ,1, ,1,13, , ,6,2,0, ,11,6,2,0.958809087,4,1,2,3
1, ,10000583,120000583,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,120,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,2,65,9,1,5,2,1,0,0,0,0,3, ,0,0,0,0,0,1,0,0,2,7,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,1, ,1,2, , , , ,0, ,5,3,1,0.330061506,1,7,2,6
