Trip Duration,Start Time,Stop Time,Start Station ID,Start Station Name,Start Station Latitude,Start Station Longitude,End Station ID,End Station Name,End Station Latitude,End Station Longitude,Bike ID,User Type,Birth Year,Gender
224,2017-01-01 02:23:53,2017-01-01 02:27:37,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3203,Hamilton Park,40.727595966,-74.044247311,24512,Subscriber,1984,2
1699,2017-01-01 02:33:12,2017-01-01 03:01:31,3213,Van Vorst Park,40.71848892,-74.047726625,3202,Newport PATH,40.7272235,-74.0337589,24513,Subscriber,1985,1
350,2017-01-01 02:37:31,2017-01-01 02:43:22,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3209,Brunswick St,40.7241765,-74.0506564,24409,Subscriber,1964,2
346,2017-01-01 03:09:09,2017-01-01 03:14:56,3202,Newport PATH,40.7272235,-74.0337589,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24513,Subscriber,1985,1
367,2017-01-01 03:16:35,2017-01-01 03:22:42,3187,Warren St,40.7211236,-74.03805095,3267,Morris Canal,40.7124188237569,-74.03852552175522,24699,Subscriber,1989,1
148,2017-01-01 03:24:02,2017-01-01 03:26:30,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3213,Van Vorst Park,40.71848892,-74.047726625,24513,Subscriber,1985,1
204,2017-01-01 03:52:29,2017-01-01 03:55:53,3203,Hamilton Park,40.727595966,-74.044247311,3213,Van Vorst Park,40.71848892,-74.047726625,24442,Subscriber,1986,1
33726,2017-01-01 04:35:14,2017-01-01 13:57:20,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26281,Customer,,0
591,2017-01-01 04:35:36,2017-01-01 04:45:27,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26194,Customer,,0
454,2017-01-01 05:17:42,2017-01-01 05:25:16,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,24555,Subscriber,1972,2
217,2017-01-01 05:25:35,2017-01-01 05:29:13,3195,Sip Ave,40.73074262530658,-74.06378388404846,3225,Baldwin at Montgomery,40.7236589,-74.0641943,24408,Subscriber,1987,1
107,2017-01-01 06:29:15,2017-01-01 06:31:03,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3211,Newark Ave,40.72152515,-74.046304543,24681,Subscriber,1964,1
453,2017-01-01 07:08:01,2017-01-01 07:15:34,3195,Sip Ave,40.73074262530658,-74.06378388404846,3193,Lincoln Park,40.7246050998869,-74.07840594649315,26163,Subscriber,1983,1
447,2017-01-01 07:12:53,2017-01-01 07:20:20,3195,Sip Ave,40.73074262530658,-74.06378388404846,3193,Lincoln Park,40.7246050998869,-74.07840594649315,26431,Subscriber,1986,1
730,2017-01-01 07:38:57,2017-01-01 07:51:08,3281,Leonard Gordon Park,40.74590996631558,-74.0572714805603,3195,Sip Ave,40.73074262530658,-74.06378388404846,24495,Subscriber,1962,1
435,2017-01-01 07:55:19,2017-01-01 08:02:35,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24390,Subscriber,1986,1
458,2017-01-01 08:16:36,2017-01-01 08:24:15,3195,Sip Ave,40.73074262530658,-74.06378388404846,3280,Astor Place,40.71928220070702,-74.07126188278198,26255,Subscriber,1992,1
258,2017-01-01 08:24:36,2017-01-01 08:28:54,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3211,Newark Ave,40.72152515,-74.046304543,26308,Subscriber,1977,1
537,2017-01-01 08:56:28,2017-01-01 09:05:26,3196,Riverview Park,40.7443187,-74.0439909,3210,Pershing Field,40.742677141,-74.051788633,26234,Subscriber,1983,1
128,2017-01-01 08:58:17,2017-01-01 09:00:25,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3211,Newark Ave,40.72152515,-74.046304543,24536,Subscriber,1981,1
98,2017-01-01 09:14:34,2017-01-01 09:16:13,3211,Newark Ave,40.72152515,-74.046304543,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,24536,Subscriber,1981,1
1211,2017-01-01 09:20:24,2017-01-01 09:40:35,3267,Morris Canal,40.7124188237569,-74.03852552175522,3267,Morris Canal,40.7124188237569,-74.03852552175522,24699,Subscriber,,0
905,2017-01-01 09:23:46,2017-01-01 09:38:52,3210,Pershing Field,40.742677141,-74.051788633,3196,Riverview Park,40.7443187,-74.0439909,24648,Subscriber,1983,1
401,2017-01-01 09:27:07,2017-01-01 09:33:49,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,26154,Subscriber,1981,1
199,2017-01-01 09:31:59,2017-01-01 09:35:18,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24585,Subscriber,1986,1
645,2017-01-01 09:38:23,2017-01-01 09:49:09,3211,Newark Ave,40.72152515,-74.046304543,3192,Liberty Light Rail,40.7112423,-74.0557013,24445,Subscriber,1958,1
435,2017-01-01 09:45:29,2017-01-01 09:52:45,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,24558,Subscriber,1986,1
136,2017-01-01 09:47:46,2017-01-01 09:50:02,3279,Dixon Mills,40.721630142638354,-74.04996782541275,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,26260,Subscriber,1975,2
373,2017-01-01 09:53:17,2017-01-01 09:59:31,3267,Morris Canal,40.7124188237569,-74.03852552175522,3267,Morris Canal,40.7124188237569,-74.03852552175522,24699,Subscriber,,0
911,2017-01-01 09:53:56,2017-01-01 10:09:08,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3210,Pershing Field,40.742677141,-74.051788633,24421,Subscriber,1979,1
191,2017-01-01 09:55:26,2017-01-01 09:58:38,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3279,Dixon Mills,40.721630142638354,-74.04996782541275,26260,Subscriber,1975,2
313,2017-01-01 09:57:06,2017-01-01 10:02:19,3213,Van Vorst Park,40.71848892,-74.047726625,3187,Warren St,40.7211236,-74.03805095,24704,Subscriber,1980,1
424,2017-01-01 10:03:21,2017-01-01 10:10:26,3267,Morris Canal,40.7124188237569,-74.03852552175522,3273,Manila & 1st,40.721650724879986,-74.04288411140442,26215,Subscriber,1957,1
266,2017-01-01 10:05:14,2017-01-01 10:09:40,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,3273,Manila & 1st,40.721650724879986,-74.04288411140442,24406,Subscriber,1989,2
176,2017-01-01 10:09:55,2017-01-01 10:12:52,3267,Morris Canal,40.7124188237569,-74.03852552175522,3183,Exchange Place,40.7162469,-74.0334588,26262,Subscriber,1983,1
149,2017-01-01 10:13:45,2017-01-01 10:16:15,3267,Morris Canal,40.7124188237569,-74.03852552175522,3267,Morris Canal,40.7124188237569,-74.03852552175522,24699,Subscriber,1974,1
117,2017-01-01 10:17:33,2017-01-01 10:19:31,3211,Newark Ave,40.72152515,-74.046304543,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26211,Subscriber,1982,1
383,2017-01-01 10:18:53,2017-01-01 10:25:16,3187,Warren St,40.7211236,-74.03805095,3213,Van Vorst Park,40.71848892,-74.047726625,26171,Subscriber,1980,1
260,2017-01-01 10:21:27,2017-01-01 10:25:47,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26278,Subscriber,1987,2
126,2017-01-01 10:24:25,2017-01-01 10:26:32,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3211,Newark Ave,40.72152515,-74.046304543,24705,Subscriber,1982,1
136,2017-01-01 10:42:10,2017-01-01 10:44:26,3279,Dixon Mills,40.721630142638354,-74.04996782541275,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,24464,Subscriber,1949,1
111,2017-01-01 10:45:54,2017-01-01 10:47:46,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,24595,Subscriber,1960,1
621,2017-01-01 10:48:09,2017-01-01 10:58:31,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3279,Dixon Mills,40.721630142638354,-74.04996782541275,24464,Subscriber,1949,1
1934,2017-01-01 10:52:30,2017-01-01 11:24:45,3193,Lincoln Park,40.7246050998869,-74.07840594649315,3193,Lincoln Park,40.7246050998869,-74.07840594649315,24469,Subscriber,1969,1
2205,2017-01-01 10:54:49,2017-01-01 11:31:35,3192,Liberty Light Rail,40.7112423,-74.0557013,3213,Van Vorst Park,40.71848892,-74.047726625,24662,Subscriber,1990,1
809,2017-01-01 10:57:30,2017-01-01 11:11:00,3190,Garfield Ave Station,40.7104670233797,-74.07003879547119,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24451,Subscriber,1976,1
450,2017-01-01 10:58:31,2017-01-01 11:06:02,3193,Lincoln Park,40.7246050998869,-74.07840594649315,3189,West Side Light Rail,40.714402,-74.0887723,24485,Subscriber,1991,1
97,2017-01-01 11:00:36,2017-01-01 11:02:13,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,24595,Subscriber,1960,1
319,2017-01-01 11:03:58,2017-01-01 11:09:18,3214,Essex Light Rail,40.7127742,-74.0364857,3202,Newport PATH,40.7272235,-74.0337589,24471,Subscriber,1999,1
187,2017-01-01 11:06:54,2017-01-01 11:10:02,3187,Warren St,40.7211236,-74.03805095,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26227,Subscriber,1975,1
450,2017-01-01 11:09:33,2017-01-01 11:17:04,3267,Morris Canal,40.7124188237569,-74.03852552175522,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24699,Subscriber,1957,1
301,2017-01-01 11:12:47,2017-01-01 11:17:48,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3184,Paulus Hook,40.7141454,-74.0335519,24589,Subscriber,1979,1
326,2017-01-01 11:15:00,2017-01-01 11:20:26,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,26154,Subscriber,1987,1
390,2017-01-01 11:17:28,2017-01-01 11:23:58,3206,Hilltop,40.7311689,-74.0575736,3201,Dey St,40.737711,-74.066921,24712,Subscriber,1970,1
190,2017-01-01 11:24:30,2017-01-01 11:27:41,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,3273,Manila & 1st,40.721650724879986,-74.04288411140442,26300,Subscriber,1981,2
242,2017-01-01 11:25:03,2017-01-01 11:29:06,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3209,Brunswick St,40.7241765,-74.0506564,24604,Subscriber,1986,2
578,2017-01-01 11:27:25,2017-01-01 11:37:03,3196,Riverview Park,40.7443187,-74.0439909,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,26253,Subscriber,1968,1
207,2017-01-01 11:32:21,2017-01-01 11:35:48,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26154,Subscriber,1987,1
185,2017-01-01 11:39:35,2017-01-01 11:42:41,3273,Manila & 1st,40.721650724879986,-74.04288411140442,3209,Brunswick St,40.7241765,-74.0506564,24530,Subscriber,1989,2
3646,2017-01-01 11:43:32,2017-01-01 12:44:19,3213,Van Vorst Park,40.71848892,-74.047726625,3192,Liberty Light Rail,40.7112423,-74.0557013,26171,Subscriber,1959,2
718,2017-01-01 11:47:58,2017-01-01 11:59:57,3203,Hamilton Park,40.727595966,-74.044247311,3203,Hamilton Park,40.727595966,-74.044247311,24512,Subscriber,,0
935,2017-01-01 11:49:03,2017-01-01 12:04:38,3280,Astor Place,40.71928220070702,-74.07126188278198,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26255,Subscriber,1990,1
211,2017-01-01 11:51:41,2017-01-01 11:55:13,3187,Warren St,40.7211236,-74.03805095,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,26230,Subscriber,1981,1
182,2017-01-01 11:53:39,2017-01-01 11:56:42,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,3211,Newark Ave,40.72152515,-74.046304543,26253,Subscriber,1980,1
579,2017-01-01 11:58:24,2017-01-01 12:08:04,3192,Liberty Light Rail,40.7112423,-74.0557013,3279,Dixon Mills,40.721630142638354,-74.04996782541275,24722,Subscriber,1981,2
291,2017-01-01 12:00:02,2017-01-01 12:04:53,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3209,Brunswick St,40.7241765,-74.0506564,26194,Subscriber,1976,1
669,2017-01-01 12:02:21,2017-01-01 12:13:31,3210,Pershing Field,40.742677141,-74.051788633,3194,McGinley Square,40.7253399253558,-74.06762212514877,24421,Subscriber,1979,1
153,2017-01-01 12:04:19,2017-01-01 12:06:52,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3273,Manila & 1st,40.721650724879986,-74.04288411140442,26230,Subscriber,1989,2
238,2017-01-01 12:05:03,2017-01-01 12:09:02,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3187,Warren St,40.7211236,-74.03805095,24640,Subscriber,1981,1
308,2017-01-01 12:05:09,2017-01-01 12:10:17,3213,Van Vorst Park,40.71848892,-74.047726625,3275,Columbus Drive,40.71835519823214,-74.03891444206238,24484,Subscriber,1989,1
74,2017-01-01 12:09:36,2017-01-01 12:10:51,3213,Van Vorst Park,40.71848892,-74.047726625,3185,City Hall,40.7177325,-74.043845,24524,Subscriber,1962,1
505,2017-01-01 12:16:39,2017-01-01 12:25:04,3209,Brunswick St,40.7241765,-74.0506564,3267,Morris Canal,40.7124188237569,-74.03852552175522,26194,Subscriber,1976,1
143,2017-01-01 12:27:42,2017-01-01 12:30:05,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3211,Newark Ave,40.72152515,-74.046304543,26283,Subscriber,1988,1
189,2017-01-01 12:28:30,2017-01-01 12:31:40,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24595,Subscriber,1960,1
352,2017-01-01 12:34:38,2017-01-01 12:40:31,3192,Liberty Light Rail,40.7112423,-74.0557013,3205,JC Medical Center,40.71653978099194,-74.0496379137039,24445,Subscriber,1958,1
173,2017-01-01 12:36:38,2017-01-01 12:39:31,3211,Newark Ave,40.72152515,-74.046304543,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,24462,Subscriber,1980,1
730,2017-01-01 12:42:50,2017-01-01 12:55:00,3199,Newport Pkwy,40.7287448,-74.0321082,3267,Morris Canal,40.7124188237569,-74.03852552175522,26186,Subscriber,1989,1
707,2017-01-01 12:43:32,2017-01-01 12:55:19,3199,Newport Pkwy,40.7287448,-74.0321082,3267,Morris Canal,40.7124188237569,-74.03852552175522,26217,Subscriber,1991,2
261,2017-01-01 12:44:36,2017-01-01 12:48:57,3279,Dixon Mills,40.721630142638354,-74.04996782541275,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24663,Subscriber,1986,1
625,2017-01-01 12:46:30,2017-01-01 12:56:56,3192,Liberty Light Rail,40.7112423,-74.0557013,3213,Van Vorst Park,40.71848892,-74.047726625,26171,Subscriber,1959,2
662,2017-01-01 12:51:35,2017-01-01 13:02:38,3194,McGinley Square,40.7253399253558,-74.06762212514877,3209,Brunswick St,40.7241765,-74.0506564,24421,Subscriber,1998,1
650,2017-01-01 12:55:50,2017-01-01 13:06:40,3192,Liberty Light Rail,40.7112423,-74.0557013,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,26165,Subscriber,1962,1
651,2017-01-01 12:55:50,2017-01-01 13:06:41,3192,Liberty Light Rail,40.7112423,-74.0557013,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,26182,Subscriber,1966,2
174,2017-01-01 13:00:47,2017-01-01 13:03:42,3183,Exchange Place,40.7162469,-74.0334588,3275,Columbus Drive,40.71835519823214,-74.03891444206238,26216,Subscriber,1989,1
751,2017-01-01 13:01:16,2017-01-01 13:13:48,3184,Paulus Hook,40.7141454,-74.0335519,3183,Exchange Place,40.7162469,-74.0334588,24589,Subscriber,1988,1
248,2017-01-01 13:04:10,2017-01-01 13:08:19,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.047726625,24575,Subscriber,1962,2
1105,2017-01-01 13:07:14,2017-01-01 13:25:39,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,24389,Subscriber,1984,2
311,2017-01-01 13:12:35,2017-01-01 13:17:47,3213,Van Vorst Park,40.71848892,-74.047726625,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,24442,Subscriber,1962,2
1090,2017-01-01 13:30:41,2017-01-01 13:48:51,3267,Morris Canal,40.7124188237569,-74.03852552175522,3207,Oakland Ave,40.7376037,-74.0524783,26186,Subscriber,1960,1
111,2017-01-01 13:32:17,2017-01-01 13:34:09,3213,Van Vorst Park,40.71848892,-74.047726625,3185,City Hall,40.7177325,-74.043845,26312,Subscriber,1989,1
375,2017-01-01 13:32:44,2017-01-01 13:38:59,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3185,City Hall,40.7177325,-74.043845,24442,Subscriber,1962,2
347,2017-01-01 13:33:30,2017-01-01 13:39:17,3273,Manila & 1st,40.721650724879986,-74.04288411140442,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,24491,Subscriber,1989,2
374,2017-01-01 13:34:58,2017-01-01 13:41:12,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074262530658,-74.06378388404846,26273,Subscriber,1992,1
628,2017-01-01 13:36:36,2017-01-01 13:47:04,3206,Hilltop,40.7311689,-74.0575736,3196,Riverview Park,40.7443187,-74.0439909,24675,Subscriber,1968,1
292,2017-01-01 13:38:39,2017-01-01 13:43:32,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3202,Newport PATH,40.7272235,-74.0337589,26216,Subscriber,1988,1
228,2017-01-01 13:44:29,2017-01-01 13:48:17,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3213,Van Vorst Park,40.71848892,-74.047726625,26255,Subscriber,1989,1
1793,2017-01-01 13:52:25,2017-01-01 14:22:18,3211,Newark Ave,40.72152515,-74.046304543,3211,Newark Ave,40.72152515,-74.046304543,26308,Subscriber,1981,1
276,2017-01-01 13:57:23,2017-01-01 14:01:59,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3185,City Hall,40.7177325,-74.043845,24445,Subscriber,1958,1
1561,2017-01-01 13:58:51,2017-01-01 14:24:52,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3280,Astor Place,40.71928220070702,-74.07126188278198,26278,Subscriber,1990,1
2197,2017-01-01 13:59:53,2017-01-01 14:36:31,3210,Pershing Field,40.742677141,-74.051788633,3187,Warren St,40.7211236,-74.03805095,24377,Subscriber,1968,1
195,2017-01-01 14:00:36,2017-01-01 14:03:52,3279,Dixon Mills,40.721630142638354,-74.04996782541275,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26260,Subscriber,1978,2
234,2017-01-01 14:06:01,2017-01-01 14:09:56,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3214,Essex Light Rail,40.7127742,-74.0364857,26232,Subscriber,1958,1
475,2017-01-01 14:08:36,2017-01-01 14:16:31,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,24555,Subscriber,1972,2
118,2017-01-01 14:08:58,2017-01-01 14:10:56,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24585,Subscriber,1980,1
2424,2017-01-01 14:32:31,2017-01-01 15:12:56,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3205,JC Medical Center,40.71653978099194,-74.0496379137039,24626,Subscriber,1989,2
297,2017-01-01 14:33:10,2017-01-01 14:38:08,3273,Manila & 1st,40.721650724879986,-74.04288411140442,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,26230,Subscriber,1977,2
422,2017-01-01 14:33:18,2017-01-01 14:40:20,3202,Newport PATH,40.7272235,-74.0337589,3214,Essex Light Rail,40.7127742,-74.0364857,24471,Subscriber,1999,1
255,2017-01-01 14:33:40,2017-01-01 14:37:55,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3267,Morris Canal,40.7124188237569,-74.03852552175522,24595,Subscriber,1990,1
2344,2017-01-01 14:33:38,2017-01-01 15:12:43,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3205,JC Medical Center,40.71653978099194,-74.0496379137039,24448,Subscriber,1982,1
148,2017-01-01 14:36:09,2017-01-01 14:38:38,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26265,Subscriber,1967,2
1693,2017-01-01 14:36:25,2017-01-01 15:04:39,3196,Riverview Park,40.7443187,-74.0439909,3225,Baldwin at Montgomery,40.7236589,-74.0641943,26294,Subscriber,1990,1
1675,2017-01-01 14:36:42,2017-01-01 15:04:37,3196,Riverview Park,40.7443187,-74.0439909,3225,Baldwin at Montgomery,40.7236589,-74.0641943,24648,Subscriber,1990,2
144,2017-01-01 14:40:25,2017-01-01 14:42:50,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24504,Subscriber,1986,1
303,2017-01-01 14:42:24,2017-01-01 14:47:28,3267,Morris Canal,40.7124188237569,-74.03852552175522,3183,Exchange Place,40.7162469,-74.0334588,26217,Subscriber,1988,1
162,2017-01-01 14:42:34,2017-01-01 14:45:16,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3183,Exchange Place,40.7162469,-74.0334588,26270,Subscriber,1989,1
430,2017-01-01 14:47:23,2017-01-01 14:54:33,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,26262,Subscriber,1989,1
277,2017-01-01 14:49:46,2017-01-01 14:54:23,3187,Warren St,40.7211236,-74.03805095,3183,Exchange Place,40.7162469,-74.0334588,24640,Subscriber,1965,2
6167,2017-01-01 14:52:02,2017-01-01 16:34:49,3203,Hamilton Park,40.727595966,-74.044247311,3183,Exchange Place,40.7162469,-74.0334588,26167,Subscriber,1981,1
1395,2017-01-01 15:03:08,2017-01-01 15:26:24,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,24481,Subscriber,1991,1
512,2017-01-01 15:03:46,2017-01-01 15:12:18,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3183,Exchange Place,40.7162469,-74.0334588,26265,Subscriber,1974,2
887,2017-01-01 15:07:53,2017-01-01 15:22:40,3191,Union St,40.7182113,-74.0836394,3195,Sip Ave,40.73074262530658,-74.06378388404846,26213,Subscriber,1954,1
1124,2017-01-01 15:12:54,2017-01-01 15:31:38,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3184,Paulus Hook,40.7141454,-74.0335519,26294,Subscriber,1990,1
1112,2017-01-01 15:13:04,2017-01-01 15:31:36,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3184,Paulus Hook,40.7141454,-74.0335519,24648,Subscriber,1990,2
226,2017-01-01 15:13:10,2017-01-01 15:16:57,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3275,Columbus Drive,40.71835519823214,-74.03891444206238,24448,Subscriber,1984,1
184,2017-01-01 15:16:46,2017-01-01 15:19:50,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,26232,Subscriber,1985,1
174,2017-01-01 15:18:09,2017-01-01 15:21:04,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24463,Subscriber,1983,1
266,2017-01-01 15:20:46,2017-01-01 15:25:12,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3205,JC Medical Center,40.71653978099194,-74.0496379137039,24448,Subscriber,1984,1
218,2017-01-01 15:21:24,2017-01-01 15:25:02,3267,Morris Canal,40.7124188237569,-74.03852552175522,3183,Exchange Place,40.7162469,-74.0334588,26194,Subscriber,1985,1
339,2017-01-01 15:22:06,2017-01-01 15:27:45,3203,Hamilton Park,40.727595966,-74.044247311,3199,Newport Pkwy,40.7287448,-74.0321082,26238,Subscriber,1984,2
3250,2017-01-01 15:23:10,2017-01-01 16:17:21,3206,Hilltop,40.7311689,-74.0575736,3192,Liberty Light Rail,40.7112423,-74.0557013,24641,Subscriber,1982,1
202,2017-01-01 15:28:29,2017-01-01 15:31:51,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3205,JC Medical Center,40.71653978099194,-74.0496379137039,26298,Subscriber,1980,1
175,2017-01-01 15:30:53,2017-01-01 15:33:48,3207,Oakland Ave,40.7376037,-74.0524783,3210,Pershing Field,40.742677141,-74.051788633,26293,Subscriber,1981,1
812,2017-01-01 15:33:27,2017-01-01 15:47:00,3194,McGinley Square,40.7253399253558,-74.06762212514877,3275,Columbus Drive,40.71835519823214,-74.03891444206238,24631,Subscriber,1979,1
446,2017-01-01 15:34:50,2017-01-01 15:42:17,3209,Brunswick St,40.7241765,-74.0506564,3185,City Hall,40.7177325,-74.043845,24684,Subscriber,1964,2
474,2017-01-01 15:42:10,2017-01-01 15:50:05,3203,Hamilton Park,40.727595966,-74.044247311,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,24465,Subscriber,1983,1
